,0,1,2,3,4,5
0,0.7280329593760655,0.5641683242012272,1.0269413865091517,0.8396940088458706,1.0269413865091517,1.669322709163347
1,0.3577979267371112,0.3762188737719423,0.3673753160372617,0.12873448406464316,0.1905280441708761,0.2564476821803572
2,0.20383200696001924,0.2812238183754765,0.254976894919716,0.26156132747504945,0.235530546457565,0.2278948677229109
3,0.2190091620667276,0.22137376371736495,0.1967155237827345,0.23617906362710706,0.18532764513274613,0.2778265303409422
4,0.2218555873707444,0.22653645423669455,0.2319111792207147,0.26354188844822235,0.23029906237065778,0.2902596844424763
5,0.1992196222288194,0.20455654177177718,0.1925949595746057,0.19877766455513668,0.202154229804004,0.2194487847096056
6,-0.17226679280835622,0.017671061879074745,0.06345196306404732,-0.31331278365950677,-0.010936549728221445,0.5931579703895355
7,-0.5018145667351519,-0.43493159474389753,-0.4722274645069614,-0.2616025403462571,-0.30422855985255826,0.29213342300224987
8,-0.2510686105635911,-0.26619225444435923,-0.26805643297302917,-0.1403665980630714,-0.12037761588599039,0.18978427515713436
9,0.13931503148802005,0.17438634490661808,0.10520293377117884,0.15409912379743407,0.1733594482659795,0.24849585391452478
10,0.22181378883227953,0.22121768665916863,0.1851695091371366,0.20533180374994853,0.24581115901446982,0.2639882859379521
11,0.2346203980617667,0.2440111169792405,0.24223015923026403,0.2494234058546858,0.2561264352267094,0.224507803403049
12,0.951188314333818,0.9659618970623312,0.9899972202848191,0.2807675232086577,0.9411758192784758,0.0
13,0.6063132433561818,0.43170988624728257,0.4731903390352066,0.33231932040375867,0.35679830573571025,0.31450110631623107
14,0.4871308466346542,0.5253701855200401,0.3891520051705506,0.5248442685603507,0.2899745855706668,0.03306012608805098
15,0.29741024735948396,0.2628345218688095,0.26092196946188984,0.20764719728864733,0.34735270081788694,0.23211391431022554
16,0.28798395066643145,0.28182726672998104,0.24083402632532747,0.1859237198849768,0.3174367116565857,0.19457298315481641
17,0.05219423613130014,0.04555656974669309,0.06514011789745289,0.036365504394319625,0.04984327638429065,0.038447458095648424
18,0.7042907386868573,0.19977013582472858,-0.14430785676109037,0.367183324425441,-0.14430785676109026,0.10422234099412075
19,1.3945883551792586,1.0593477209947881,0.38921804441297203,0.7592603719395297,0.5225442365545592,1.1012400750460918
20,0.933111670506446,0.9444722422149665,0.8490738733188574,1.0276174596126189,0.9663549503841391,0.7380384992128153
21,0.6142598455830655,0.5638104171375014,0.5604926277614453,0.4545148645774302,0.4318772412377183,0.21363474290094553
22,0.30644006305400984,0.2692649434809453,0.2387235622407471,0.20328270690019745,0.09637775230232504,0.038073588499466515
23,0.0282484970047987,0.025593077480722926,0.01641648700625553,0.034030567533448686,0.0035684925408632218,0.018077542139517178
24,-0.20522103052727458,-0.61516541039826,-0.2457937657018775,-0.6539677950375293,-0.7616482896124812,-0.3380905226970786
